experiment_cv_id,model_id,model_name,dataset_config,n_splits,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,f1_bajo_mean,f1_bajo_std,f1_medio_mean,f1_medio_std,f1_alto_mean,f1_alto_std,runtime_total_sec,status
M03_corr_060_080_cv,M03,LightGBM Optuna,corr_060_080,5,0.8821880548524801,0.007443441481993614,0.8812447108765475,0.007493283986518698,0.881194559152868,0.007446064134267233,0.9145104327921777,0.0072233038402788885,0.8253099098207004,0.012370310571168537,0.9037633348457261,0.01611211591527122,7.116323232650757,ok
M02_corr_060_080_cv,M02,XGBoost Optuna,corr_060_080,5,0.8751947414151335,0.0034599559037051743,0.8743542024064593,0.0036064509616326916,0.8742495483788952,0.0038308305421966386,0.9100398349186193,0.012032918939606618,0.814773765566736,0.006648773139655116,0.8979350446513303,0.013567561660764166,7.512759685516357,ok
M01_corr_060_090_cv,M01,Random Forest Base,corr_060_090,5,0.8790842809111858,0.006740897701748759,0.8781725494401658,0.007055136545658068,0.8780665753919645,0.007374755121243927,0.908294472718665,0.011417331037179753,0.8190794582330835,0.01294170809799954,0.9068257952241451,0.010035011984374582,1.8812685012817383,ok
M03_corr_060_090_cv,M03,LightGBM Base,corr_060_090,5,0.8783038041630464,0.007372263129309885,0.8772046858234572,0.007548027962364568,0.877112162019168,0.007641526113283102,0.9121972027586441,0.005603227928105572,0.8160977740252255,0.012359227578563423,0.9030415092736348,0.008909754500871789,8.20902681350708,ok
